ID,Status,Condition,District,Area,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,Views,PerSq
8836222,new,newRenov,digmisMas,79,4,2,1,5,9,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,172,949
8909635,new,newRenov,digmisMas,94,4,3,1,6,7,14,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,131,1064
8925429,new,newRenov,digmisMas,56,3,2,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1136
8925167,new,newRenov,digmisMas,150,6,3,2,5,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,73,797
8919386,new,newRenov,digmisMas,55,2,1,1,12,14,8,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,149,891
8924151,new,newRenov,digmisMas,110,4,3,1,13,15,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,79,1099
8904219,new,newRenov,digmisMas,57,3,2,1,6,9,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,168,1175
8658317,old,newRenov,digmisMas,40,1,1,1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,725
8958517,old,newRenov,digmisMas,67,3,2,1,14,14,4,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,20,2104
8956071,old,newRenov,digmisMas,41,2,1,1,0,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,52,732
8850703,old,newRenov,digmisMas,67,3,2,2,13,14,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,316,881
8840991,old,newRenov,digmisMas,60,2,1,1,2,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,334,900
8886517,old,newRenov,digmisMas,37,1,0,1,1,8,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,186,865
8952448,old,newRenov,digmisMas,40,1,1,3,3,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,40,1000
8949109,old,newRenov,digmisMas,155,6,3,2,8,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,25,774
8174002,old,newRenov,digmisMas,105,4,3,1,2,8,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1556,781
8944809,old,newRenov,digmisMas,57,2,1,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,59,849
8924511,old,newRenov,digmisMas,67,3,2,1,14,14,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,248,787
8934098,old,newRenov,digmisMas,100,5,3,1,13,14,6,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,63,1080
8933051,old,newRenov,digmisMas,55,2,1,1,6,6,0,25,0,1,1,0,1,1,1,0,0,0,0,0,1,1,204,545
8932835,old,newRenov,digmisMas,55,2,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1093
8931862,old,newRenov,digmisMas,51,2,1,1,8,9,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,64,1059
8923632,old,newRenov,digmisMas,65,2,1,1,1,5,0,0,12,1,1,1,1,1,1,0,1,0,0,0,1,0,154,692
8816555,new,white,digmisMas,160,5,4,3,10,16,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,701,700
8846835,new,white,digmisMas,40,2,1,1,14,14,2,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0,390,800
8768692,new,white,digmisMas,50,2,1,1,5,10,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,448,700
8939856,new,white,digmisMas,32,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,666
8932830,new,white,digmisMas,51,2,1,1,2,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,81,725
8904242,WIP,white,digmisMas,134,3,2,2,9,16,7,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,68,590
8904333,WIP,white,digmisMas,74,2,1,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,591
8706624,WIP,white,digmisMas,2019,5,2,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,42
8703180,new,black,digmisMas,91,3,2,1,10,15,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,2619,600
8952317,new,black,digmisMas,97,3,2,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,454
8950077,new,black,digmisMas,49,2,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,700
8775487,new,black,digmisMas,76,3,2,2,8,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,632,500
8922018,new,black,digmisMas,136,4,0,2,5,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,144,570
8944911,new,black,digmisMas,105,4,3,3,11,12,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69,463
8748291,new,black,digmisMas,98,4,2,2,11,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,697,408
8896559,new,black,digmisMas,72,3,0,1,6,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,250,708
8923144,new,black,digmisMas,82,3,2,2,1,11,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,152,427
8922662,old,oldRenov,digmisMas,92,3,2,2,14,16,0,0,8,1,0,0,1,1,1,0,1,0,0,0,1,0,241,609
8831421,old,oldRenov,digmisMas,70,3,2,1,11,14,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,400,643
8680108,old,oldRenov,digmisMas,120,3,2,1,3,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,540,592
8954124,old,oldRenov,digmisMas,65,2,1,1,2,8,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,35,775
8873761,old,oldRenov,digmisMas,70,3,2,1,11,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,500,600
8948319,old,oldRenov,digmisMas,94,3,0,1,7,16,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,50,638
8821737,old,oldRenov,digmisMas,96,3,2,2,14,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,621,563
8946560,old,oldRenov,digmisMas,93,4,2,1,6,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,45,570
8945704,old,oldRenov,digmisMas,130,5,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,500
8945629,old,oldRenov,digmisMas,63,3,1,1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87,657
8944696,old,oldRenov,digmisMas,65,3,2,1,7,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,73,692
8791554,old,oldRenov,digmisMas,45,2,1,1,16,16,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,945,711
8932429,old,oldRenov,digmisMas,73,3,1,1,12,16,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,77,699
8772495,old,oldRenov,digmisMas,70,3,2,1,16,17,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,196,671
8871219,old,oldRenov,digmisMas,85,3,2,1,6,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,111,788
8812547,old,oldRenov,digmisMas,195,5,3,2,12,16,30,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,253,769
8934414,old,oldRenov,digmisMas,78,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,160,577
8896911,old,oldRenov,digmisMas,67,3,0,1,1,5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,223,642
8933360,old,oldRenov,digmisMas,83,3,0,1,5,8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,48,759
8930874,old,oldRenov,digmisMas,75,3,2,1,5,5,0,0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,153,600
8929609,old,oldRenov,digmisMas,91,3,2,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88,604
8927316,old,oldRenov,digmisMas,35,1,1,1,1,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,164,726
8508502,old,oldRenov,digmisMas,70,3,2,1,11,14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,734,657
8834300,old,newRenov,foniwala,50,3,2,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,494,560
8916068,old,newRenov,foniwala,60,2,1,1,5,5,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,112,530
8946921,old,newRenov,foniwala,60,2,1,1,2,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,36,667
8706804,old,newRenov,foniwala,100,3,2,2,1,9,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,521,330
8935365,old,newRenov,foniwala,74,4,3,1,5,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,134,297
8933003,old,newRenov,foniwala,72,3,2,1,9,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,67,653
8868835,old,oldRenov,foniwala,90,3,2,1,2,9,4,4,0,1,1,1,1,1,1,0,1,0,0,0,1,0,116,500
8952763,old,oldRenov,foniwala,90,3,2,1,8,10,4,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,31,333
8945803,old,oldRenov,foniwala,34,1,1,2,5,5,6,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,65,588
8945374,new,newRenov,gldani,57,2,1,1,9,9,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,312,632
8792038,new,newRenov,gldani,65,3,2,2,3,17,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1529,692
8911176,new,newRenov,gldani,53,2,1,1,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,247,830
8959690,new,newRenov,gldani,45,2,1,1,14,15,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,840
8791684,new,newRenov,gldani,80,3,2,1,2,10,10,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,795,625
8791719,new,newRenov,gldani,76,3,2,1,10,10,14,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,609,684
8889811,new,newRenov,gldani,155,5,3,2,4,9,15,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,298,677
8956914,new,newRenov,gldani,55,2,1,1,9,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57,664
8912803,new,newRenov,gldani,61,3,2,1,2,13,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,211,721
8912826,new,newRenov,gldani,62,3,2,1,2,13,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,228,710
8883708,new,newRenov,gldani,62,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,1,1,0,184,790
8957425,new,newRenov,gldani,80,5,3,3,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,18,475
8951316,new,newRenov,gldani,53,3,2,1,6,14,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,202,736
8957122,new,newRenov,gldani,36,2,36,2,3,12,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,60,803
8951704,new,newRenov,gldani,42,2,1,1,15,19,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,46,893
8751514,new,newRenov,gldani,90,3,2,1,8,11,9,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,425,722
8939243,new,newRenov,gldani,56,2,1,1,6,9,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,134,893
8919230,new,newRenov,gldani,65,3,2,2,3,17,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,739,692
8948402,new,newRenov,gldani,58,3,2,1,7,12,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,36,897
8944654,new,newRenov,gldani,37,2,1,1,2,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,87,865
8851174,new,newRenov,gldani,52,2,1,1,12,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,360,808
8851181,new,newRenov,gldani,47,2,1,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,809
8883645,new,newRenov,gldani,61,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,1,1,0,111,802
8883538,new,newRenov,gldani,61,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,0,1,0,110,797
8653625,new,newRenov,gldani,80,3,2,1,10,10,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,435,613
8936576,new,newRenov,gldani,93,4,3,1,5,10,23,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,73,796
8925396,new,newRenov,gldani,36,2,1,1,7,10,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,104,897
8656871,new,newRenov,gldani,72,3,2,1,9,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2552,681
8862370,new,newRenov,gldani,53,2,1,2,12,14,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,145,702
8862359,new,newRenov,gldani,61,3,2,2,3,14,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,268,689
8862376,new,newRenov,gldani,48,2,1,2,13,14,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,204,694
8775045,new,newRenov,gldani,50,2,1,1,8,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,327,840
8930984,new,newRenov,gldani,40,2,1,1,17,17,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,106,725
8911934,new,newRenov,gldani,51,2,1,1,12,13,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,120,765
8774685,new,newRenov,gldani,45,2,1,3,5,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,330,933
8922634,new,newRenov,gldani,77,3,2,1,15,15,4,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,63,900
8959535,old,newRenov,gldani,55,2,1,2,1,9,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,4,727
8897986,old,newRenov,gldani,116,7,2,1,1,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,93,517
8899994,old,newRenov,gldani,75,3,2,1,5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,337,547
8945136,old,newRenov,gldani,62,3,2,2,2,9,2,0,8,1,0,1,1,1,1,0,1,1,0,1,1,1,133,581
8950995,old,newRenov,gldani,56,2,1,1,9,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,55,571
6049531,old,newRenov,gldani,99,4,2,2,7,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,21694,622
8796328,old,newRenov,gldani,87,3,3,2,3,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,381,805
8945678,old,newRenov,gldani,100,3,2,1,3,8,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,41,550
8944128,old,newRenov,gldani,80,3,2,2,5,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,44,750
8942612,old,newRenov,gldani,37,2,1,1,8,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,114,811
8942391,old,newRenov,gldani,90,3,2,1,3,16,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,45,667
8940231,old,newRenov,gldani,50,3,2,1,9,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,157,700
8936493,old,newRenov,gldani,80,3,2,2,5,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,48,750
8807696,old,newRenov,gldani,90,3,2,3,3,17,8,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,394,667
8872070,old,newRenov,gldani,112,7,2,2,1,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,955,545
8934359,old,newRenov,gldani,40,2,1,1,17,17,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,127,700
8932922,old,newRenov,gldani,55,2,1,1,5,10,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,179,582
8931895,old,newRenov,gldani,110,5,3,2,1,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,70,514
8931489,old,newRenov,gldani,41,2,1,1,1,9,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,112,659
8929550,old,newRenov,gldani,120,4,3,2,6,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,240,542
8929537,old,newRenov,gldani,110,5,3,2,1,9,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,83,514
8924711,old,newRenov,gldani,100,4,3,3,1,9,0,0,18,1,1,1,1,1,1,0,0,0,0,1,1,0,83,560
8924499,old,newRenov,gldani,82,3,2,1,1,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,100,671
8923709,old,newRenov,gldani,150,3,2,3,1,9,5,35,17,1,1,1,1,1,1,1,1,1,0,1,0,0,129,453
8923204,new,white,gldani,75,3,2,1,10,14,10,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,376,613
8954130,new,white,gldani,50,2,1,1,13,15,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,92,560
8826339,new,white,gldani,60,3,2,1,16,19,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,432,560
8826241,new,white,gldani,68,2,1,1,10,19,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,246,560
8826444,new,white,gldani,65,3,2,1,14,14,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,222,651
8956245,new,white,gldani,50,2,1,1,3,12,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,526
8944368,new,white,gldani,43,2,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,623
8940467,new,white,gldani,49,2,1,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,633
8945542,WIP,white,gldani,2019,2,1,1,4,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,88,15
8945527,WIP,white,gldani,2019,3,2,1,10,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,98,18
8906095,new,black,gldani,73,3,2,1,6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,500
8906069,new,black,gldani,79,3,2,1,9,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,203,500
8946402,new,black,gldani,48,2,1,1,11,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,249,500
8804002,WIP,black,gldani,80,3,2,1,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,400
8934894,new,oldRenov,gldani,85,3,2,2,2,10,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,99,529
8957428,old,oldRenov,gldani,70,3,2,1,2,12,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,19,657
8932722,old,oldRenov,gldani,106,4,3,3,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,98,481
8955597,old,oldRenov,gldani,120,4,3,2,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,133,504
8955356,old,oldRenov,gldani,65,2,1,2,8,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,43,585
8954598,old,oldRenov,gldani,60,3,2,2,5,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,168,433
8953230,old,oldRenov,gldani,105,5,4,2,5,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,53,524
8937156,old,oldRenov,gldani,170,5,4,1,2,9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,116,486
8898288,old,oldRenov,gldani,35,2,1,1,8,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,816,657
8951618,old,oldRenov,gldani,44,1,1,2,3,9,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,58,636
8943799,old,oldRenov,gldani,73,3,2,1,2,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,152,504
8951012,old,oldRenov,gldani,90,4,3,2,4,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,66,433
8943545,old,oldRenov,gldani,63,3,2,1,3,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,132,524
8949724,old,oldRenov,gldani,45,1,1,1,15,16,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,78,556
8949326,old,oldRenov,gldani,45,2,1,2,5,12,5,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,57,776
8948721,old,oldRenov,gldani,90,3,2,3,8,9,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,52,544
8885333,old,oldRenov,gldani,120,4,3,3,8,9,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,143,667
8586378,old,oldRenov,gldani,90,3,2,1,5,16,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,786,533
8859796,old,oldRenov,gldani,110,4,3,2,9,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,778,391
8824914,old,oldRenov,gldani,52,1,1,1,4,9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,709,558
8944617,old,oldRenov,gldani,61,2,1,1,2,9,0,0,7,1,0,1,1,1,1,0,1,1,0,1,1,1,84,569
8767250,old,oldRenov,gldani,70,2,1,1,6,14,5,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,659,571
8939658,old,oldRenov,gldani,73,2,1,1,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,72,589
8621540,old,oldRenov,gldani,100,4,3,1,1,9,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1029,440
8934447,old,oldRenov,gldani,61,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,61,541
8933634,old,oldRenov,gldani,45,1,1,2,8,16,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,70,667
8933570,old,oldRenov,gldani,71,4,2,1,9,9,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,66,599
8931009,old,oldRenov,gldani,120,4,3,1,7,9,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,77,517
8927095,old,oldRenov,gldani,68,2,2,1,1,9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,101,585
8927087,old,oldRenov,gldani,90,5,3,1,7,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,118,500
8922595,old,oldRenov,gldani,85,3,2,2,2,10,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,103,529
8959687,new,newRenov,isani,55,2,1,2,11,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,7,909
8874535,new,newRenov,isani,100,5,3,2,2,9,10,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,325,897
8881771,new,newRenov,isani,70,2,1,1,9,10,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,262,800
8319133,new,newRenov,isani,54,2,1,1,2,25,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,3937,796
8952491,new,newRenov,isani,63,3,2,1,8,9,7,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,49,810
8831109,new,newRenov,isani,80,3,2,1,10,10,7,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,494,800
8916444,new,newRenov,isani,96,4,3,1,8,11,4,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,295,1042
8950104,new,newRenov,isani,100,3,2,1,7,23,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,52,630
8947424,new,newRenov,isani,62,3,2,1,2,8,0,0,3,1,1,0,1,1,1,0,1,1,0,0,1,1,123,839
8859777,new,newRenov,isani,47,2,1,1,7,12,3,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,521,787
8939565,new,newRenov,isani,72,3,2,1,1,10,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,72,882
8898675,new,newRenov,isani,88,3,1,1,4,23,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,118,710
8936651,new,newRenov,isani,63,2,1,1,2,13,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,176,711
8896953,new,newRenov,isani,73,3,2,1,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,553,836
8905578,new,newRenov,isani,51,2,1,1,6,12,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,510,686
8924747,new,newRenov,isani,34,1,0,1,8,12,4,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,107,1147
8921890,old,newRenov,isani,77,3,2,1,2,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,157,844
8650589,old,newRenov,isani,110,4,2,2,9,16,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,878,500
8957158,old,newRenov,isani,100,4,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,900
8945346,old,newRenov,isani,170,8,4,3,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,51,1980
8954990,old,newRenov,isani,116,4,0,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,62,414
8948507,old,newRenov,isani,77,3,2,1,8,9,5,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,45,844
8944127,old,newRenov,isani,80,3,2,1,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,44,713
8597925,old,newRenov,isani,80,3,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,2706,638
8934892,old,newRenov,isani,109,3,2,2,11,16,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,50,661
8929691,old,newRenov,isani,110,4,2,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,81,591
8686563,new,white,isani,55,2,1,1,4,22,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2123,745
8938765,new,white,isani,72,3,2,1,11,15,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,229,482
8931692,new,white,isani,105,4,3,1,8,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,113,686
8672813,new,white,isani,80,3,2,3,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1106,638
8923926,new,white,isani,64,3,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,531
8948199,WIP,white,isani,54,2,1,1,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,667
8652107,WIP,white,isani,119,5,3,2,11,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,543,655
8445685,WIP,white,isani,66,2,1,1,5,14,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3066,600
8931536,WIP,white,isani,56,2,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,646
8894328,new,black,isani,125,4,3,1,3,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,332,330
8949090,new,black,isani,100,3,0,1,6,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,81,650
8894326,new,black,isani,125,4,3,1,3,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,300,330
8854460,new,black,isani,96,3,3,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,500
8898030,new,black,isani,80,3,2,2,12,12,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,252,525
8929501,new,black,isani,113,3,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,681
8931543,WIP,black,isani,82,3,2,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,616
